productId,userId,profileName,helpfulness,score,time,date,summary,text
B002QZ1RS6,A3U2SNTE9NR2Q4,"Latoya M., Jones ""LMJONES""",3/5,4.0,1270684800,2010-04-08 00:00:00,great workout.however,This workout is not for the ill willed. However due to the current price here on amazon your better off buying it from beach body. Here the dvds are over 100 dollars!!! their less than 90 with beachbody....get in shape...yes...but dont get ripped off....best of luck on your WLJ
B002QZ1RS6,ARRQBSAF3NGV5,Rachel L. Andes,2/4,4.0,1270857600,2010-04-10 00:00:00,Insanity,Great workout DVD's!  Shaun T gives instructions throughout the video which makes it easy to follow.  It does help if you are familiar with exercise moves/names.  This is definitely not for the beginner.  I gave it 4 stars because one of the DVD's skip.
B002QZ1RS6,A2PG7COY5S0DOF,"Nicole Ross ""happymedium""",4/4,5.0,1270944000,2010-04-11 00:00:00,Fantastic set of workouts,"I love this product. Insanity has been great - easy to get motivated to actually complete the task. Every day for a month now I have pushed myself down those basement steps to complete the workout. Before I begin, I often feel as if I won't make it through. Once I push play, though, I'm going! Its such fun and I do ""sweat buckets"". In this first month I've toned up quite a bit and feel much healthier! I cannot wait to see what the next month brings! To prepare for Insanity, I did a good month or two of free cable-provided workouts. I would not advise this workout if you have knee issues - a heck of a lot of jumping is involved. This jumping, however, has done wonders for my legs. Fantastic stretching throughout. He seems to know whenever you are not in form (lol) and quickly instructs toward correct form. Its the first fitness program where I actually can understand and follow what the instructor is saying. I also like the option to choose to play with or without music, but I prefer their music, its well done - motivating."
B002QZ1RS6,A1F55YJSLKRT8K,"M. Bane ""heather177""",12/15,5.0,1271116800,2010-04-13 00:00:00,Awsome! Awsome! Awsome! Did I say Awsome!,"Insanity is the greatest best workout. I have a hard time losing weight but I dropped 30lbs in 3 weeks. You haft to follow the diet plan. Which with this plan it was easy because it actually had food I liked. And you also haft to follow the calorie intake plan it has. It may seem like a lot but it truely works. I haft to take in 2300 calories where before I barely made it to 1000. My metabalism is amazing now. My strength has gotten better along with my balance and streching. I had a major migrane problem called chronic migrane illness. Since doing this workout I have had no headaches or arthiritis pains. It was caused by foods I was eating. My body feels so good. I actually hate eating restraunt food now. It has a lot of jumping so if you cant do that then this isnt for you. I had shin splints at first but I worked through it. It takes a lot of strength to really stick with it. Now my sister n law is doing it but she doesnt do the workouts properly. For example pushups. Instead of doing them on the ground she does it off the couch. So half hearted. So in 3 weeks she has lost only 6 lbs. I told her she has to follow the workouts to the t but she doesnt want to put the effort in. She is following the diet but thats for the strength you need to workout. The workout is why you drop weight. In 3 weeks I dropped 5 inches under my chest, 5 inches in the middle of my stomach, 4 inches in my hips, 3 inches in my upper leg, 2 inches in my calves (which I have had a hard time to get my calves to shrink because I used to be a roller bladder and have a lot of muscle in my calve and I hate how big they are. I dropped 2 inches which I have never been able to do) and 1 inch in my arms which I just lost this week because we are really working our arms now. The fit test truely shows lots of progress when you take it every two weeks. If you have no knee problems or major back problems then this truely works. Like I said I had some very painful back pains and havnt had them since ive done this program. Im not even cramping that time of the month. Which is proving my stomach muscles are strengthing up. If you dont have the motivation to really work hard then this is not for you. But if you want to see results this is the greatest best most wonderful workout ever. Its hard but worth it. Good luck to anyone that is doing it and hope you see the results I am. People I see everyday noticed a huge weight loss fast and where totally in shock thinking I got sick or something. I will totally suggest this workout to everyone I know! Thank you Shaun T for the awsome workout."
B002QZ1RS6,A2F4384BLO5KQZ,Joseph A. Gomez,2/6,3.0,1271203200,2010-04-14 00:00:00,Computer Workout,These videos are amazing they really do work you out and they are serious about you having to be dedicated. Its tough!!! The only think I dont understand is why they made these videos where you cant play them in a DVD player. I have tryed on several DVD players and it has something to do with the playback. The first few that I have tried worked on my PS3 I am hoping the rest will as well. I know they work on a computer. But why would they want you to work out from a computer. Other than that the workouts are great if they would fix that it would make these videos that much better.
B002QZ1RS6,AKOTXWNY2VCY9,Alex,3/11,4.0,1271203200,2010-04-14 00:00:00,Insanity,"Insanity is difficult, but do the best you can and you'll get better over time."
B002QZ1RS6,A3NT2DO5BKENZL,Shopper4life,0/10,5.0,1271808000,2010-04-21 00:00:00,I love Shaun T's workouts,"I haven't received this yet, but I can't wait!  I ordered mine off ebay for half the price.  Shaun T. always delivers as far as I am concerned and I really do look good in my jeans!  I am ready to take my workout to the next level with insanity!!"
B002QZ1RS6,A168EOAYEK7R2L,"Penelope pitstop ""fit at forty plus""",1/2,4.0,1271894400,2010-04-22 00:00:00,Tough workout,"As a 45 year old with sensitive knees, I am able to do the workouts but I have to take it slower in parts to protect my knees.  The positives are that very little room and no special equipment is required.  I was able to do the workouts in the hotel room.  You have to be pretty fit already to do these workouts.  I cannot picture a former couch potato starting with these workouts."
B002QZ1RS6,A2NJ8RS7U3IJPD,Rosemary A. Dixon,2/4,5.0,1271894400,2010-04-22 00:00:00,Exhausting but I can't wait to go back for more!,"Before I had my son I loved going to the gym and pushing myself as hard as I could on the bike, step machine, and treadmill.<br /><br />This set of videos pushes you hard, makes you sweat, and leaves you aching. I love it! I have only been doing it a week and I am already seeing and feeling results. I'm back to a 26 inch waist and my thighs aren't quite as jiggly! Love, love, love it!"
B002QZ1RS6,A2NPKQIWLA038H,Chad,164/172,5.0,1272067200,2010-04-24 00:00:00,"Tough, Fun, and appropriately named","<span class=""tiny""> Length:: 7:02 Mins<br /><br /></span>Please watch my video review for full details. If you like it, please give me a positive rating.<br /><br />In my video I discuss the concept of interval training and the different phases of this program.  I also discuss the nutrtion plan (notice I say ""plan"" and not a ""diet"") and who should do the program and who should not do this program.<br /><br />They say it's the hardest workout every put on video and they might just be right.  It's fun, but demanding.  Shaun T is awesome, motivating and in insane shape.<br /><br />If you have questions visit my blog, getfitwithchad . com to contact me and find out how to get free coaching for any Beachbody fitness program. Thanks for watching."
B002QZ1RS6,A2DT8GM2A0K9K2,chris,1/2,5.0,1272067200,2010-04-24 00:00:00,perfect!,it is super hard. but it is worth every penny (if you have the heart). after each work out my mucles feal like jello or there on fire and its awesome. and the results come quick. but you do have to work for them... just dont stop.
B002QZ1RS6,A3EQFAPPLP6ZJ,Chad D. Thomas,1/1,5.0,1272240000,2010-04-26 00:00:00,Best Investment I've Made in Awhile,I've never sweated so hard in my life!  This is truly a total body workout. I weighed 210 when I started the program and now I am at 160.  I did not think that I had that much to loose but the weight just kept coming off. I am in the best shape of my life and I owe it all to these DVD's.<br /><br />A lot of my friends have asked me how I lost so much weight in such a short period of time.  They ask if I changed my diet at all.  I am the type of guy who loves to eat.  I can eat a whole large pizza buy myself.  haha  I told them that I didn't intentionally change my diet.  My body just started  craving healthier options when I did the program.  I still eat like a horse but I have maintained this weight for over a year now.<br /><br />After a year I still love pushing play. It's honestly one of the best investments I've ever made.<br /><br />WARNING! You might have to buy all new clothes because they no longer fit you. haha
B002QZ1RS6,A16L81XTHF3PJP,J. Chuang,24/26,5.0,1272240000,2010-04-26 00:00:00,Best Money I Spent In My Life...,"Background On Me..<br /><br />Started 235 lb. 5' 10"". 27 yrs old. I'm FAT. I started hitting the gym and lifting weights this year. Also started jogging. I did that for 3 months or so. I got stronger, but didn't see the results I wanted so I bought Insanity after watching the infomercial.<br /><br />Day 1...<br /><br />After doing just the ""fit test"" on day 1, I passed out on the floor for 10 minutes in a pool of my own sweat. I'm so use to infomercials lying that when they say it might be the hardest workout put on tape, I thought they were joking. They aren't. At least it is the hardest workout I've ever been involved in. If you don't think its hard, your not pushing yourself to the max.<br /><br />Day 25...<br /><br />I just finished Day 25. Basically the first month is a rotation of three workout videos and one recovery video. I hate ""Pure Cardio."" It is very difficult! It is a 10 minute warm-up. 5 minute stretch. 15 minutes of non-stop cardio. Then 5 minute cool down stretch. It is suppose to be non-stop, but I have to stop. Even people in the video have to stop and say things such as ""I want to go home!."" Even Shuan T needs to stop.  But even though I only do what I'm capable of, I still get results. Which is why I believe in this program and keep with it!<br /><br />Nutrition...<br /><br />I don't follow the Nutrition Guide that comes with it at all. It is probably not the best idea not to follow it, and I don't recommend not to. You will probably get better results if you do follow the guide. I just try to eat foods I'm use to eating at more healthy portions. Though I cheat and do eat junk food sometimes.<br /><br />Month 2 & Warnings...<br /><br />I'm scared of Month 2 because I can't imagine the workouts getting harder. But I'm excited to continue because I'm exciting to see what the results will be. There is a lot of jumping involved! So like other reviews mention, it is probably not good for people with joint problems (consult you doctor). It is also probably not good for people who live in apartments because the people who live below you are going to wonder what all the pounding is about! They are going to think your Insane!"
B002QZ1RS6,A3HKN3MSOU9QUD,Tracy S. Keaton,7/38,1.0,1272240000,2010-04-26 00:00:00,fake,I am upset that I paid $100 for a fake!  I would be happy to get my money back and send the program back!!!  SOme of this disks were mislabeled when they were pirated but at least they work.
B002QZ1RS6,A3N92N6M0UM0RS,"JetJock ""Gordo""",9/22,2.0,1272326400,2010-04-27 00:00:00,Good workout product but disks can be defective,"The workout package belies the $150 that was paid but the DVD's can give several players some real trouble.  As is happens, the 1 day old top-of-the-line LG DVD/BluRay player would not play the disks without inserting an old movie DVD first otherwise a ""Disk Error"" message would be visible.  I tried on another (JVC) player and had a similar problem with pretty much every other disk in the package.  I contacted Beach Body on their online chat customer service system and was promised a replacement with an email to confirm the replacement.  I never received the email and am now embroiled in back-and-forth game of who to talk to about having this issue resolved.  I even pointed their customer service (routed overseas) to their own forum where others discuss this problem. I don't have very high hopes that this will be resolved and the whole kit will be sent back."
B002QZ1RS6,A2284X4NAK5UJL,Rodger C. Little III,4/4,5.0,1272412800,2010-04-28 00:00:00,Insanity Workout,"Insanity is a great program. I would recommend it for anyone who is serious about getting in shape. In two weeeks I have lost 13 lbs and seen changes in my chest, legs, arms, and stomach. Best money I have ever spent on a workout program, but don't waste your money if your not serious. I have worked out almost all of my life and it took me a week to be able to do the warm up without stopping. You'll get the results if your able to stick with this program. No weights, no bands, no mats, no pull-up bars. Well worth the money that I spent. I haven't looked like this in years and I feel great."
B002QZ1RS6,A37BQLRUJIZVF0,Zach,3/3,5.0,1272844800,2010-05-03 00:00:00,Amazing workout,"I work out daily and am in relatively good shape.  Insanity is the only thing that brought me back to the intensity of high school wrestling practice.  I had my metabolism up so high at the end of each session that I would take a cold shower afterwards and get out only to immediately start sweating again.  This work out can be for everyone if they modify it to themselves.  I know other people who use it and exercise at a lower level of intensity and helps them, but does not get the same results."
B002QZ1RS6,A13E90A8WD50BZ,A. Anna,1/1,4.0,1272844800,2010-05-03 00:00:00,Great workout!,"I have been doing Insanity for about a month now. I have only lost about 5 lbs. However I don't have too much weight to lose, maybe 10 lbs at the most. When I started Insanity I weighed about 125 lbs (I'm 5' 2""). Now I weigh around 120. However I am a lot more toned. My tummy is smaller and more toned and my triceps are more toned. Those were my 2 biggest problems areas that I'm now more content with. Hopefully this next month I will see more results. I still can't get through the workouts without having to take more breaks than they do in the video. I do all the work outs as planned on the calendar. I am dieting but I'm using weight watchers since I know it works for me. Insanity is an amazing work out. However, don't expect crazy results like they show in the infomercials. After I complete this work out I plan on either starting it over or moving on to P90X. If you want to get into shape and are more into getting toned than losing weight this is a GREAT work out for that. But if you have any joint problems don't get this for there is a lot of jumping involved."
B002QZ1RS6,A1ZZFDFV5AU1HN,Kyle Goodrich,2/2,5.0,1272931200,2010-05-04 00:00:00,Insanity is awesome,"Insanity is a great at-home workout program. There are multiple workouts so it never gets stale or boring. It has a great balance of cardio and strength conditioning, as well a great stretching to warm up and cool down (it does not leave you on your own for anything). I have been using it for four weeks and feel great. I still have more then half way to go but am already pleased with the results."
B002QZ1RS6,A261B64XWXAU5U,A.K.S.,2/3,4.0,1272931200,2010-05-04 00:00:00,Hardest Workout Ever!,I got this workout thinking that I could follow it.  It will have you on your knees!  I've decided to take slow and work my way up to it.
B002QZ1RS6,A3FSYK95CXNRK,L. Curtis,1/2,5.0,1272931200,2010-05-04 00:00:00,"Hard Workout, Hard Body","This one of the hardest physical workouts I've done, and I rowed crew! You get nice immediate results and better long term ones."
B002QZ1RS6,AKWB0DW5UL6JZ,David T. Harris,0/3,4.0,1272931200,2010-05-04 00:00:00,"quality product, slow shipping",Everything was great with the DVD. All in excellent condition and functional. It just took a while to get here.
B002QZ1RS6,ASXGEGCFUSZ0F,"Reginald W. Dye ""Reggie Dye""",6/6,4.0,1273017600,2010-05-05 00:00:00,Tough But Effective Workout!,"I enjoyed weightlifting and played football and ran track back in my youth and decided one day that I wanted to get back in shape. Just finished my first 4 weeks and near the end of last week, I turned 46. I'm 6ft even, started off at 202 lbs and am now down to 194. Looking to get below 190, which hopefully won't be a problem with the hardest part of the program left to go.<br /><br />After the first two sessions...the Fitness Test and first workout...I thought I'd have to spend 60 days with this program just getting in shape and another 60 really doing the program! Happy to find that my cardio/aerobic conditioning returned pretty quickly and I stopped being so winded as I was in that first week. I could also see the dramatic improvement in my Fitness Test results and by looking in the mirror. Sorry that I didn't take the ""before"" picture like I should have.<br /><br />Workouts have been tough so far, but got easier over time. Shaun T really pushes you and the folks in his class, but you're also encouraged to take breaks and go at your own pace as needed.<br /><br />I travel quite a bit and have taken the DVDs with me to play on my laptop and do the workouts in my hotel room at night or early morning before meetings so I can stay on track. Hardest part for me so far is sticking with the 5 small meals per day nutrition program, largely due to my travel schedule.  However, I've drastically changed my eating habits even though I can't always get those 5 small meals.<br /><br />Only complaint I have is with the case/booklet the DVDs came in. Several of the clips that you attached the hole in the middle of the DVD to in their respective slots were off center or were poorly glued and came off. Now the DVDs aren't secure in their package. Also, noticed there are two identical Cardio Abs workouts...one on its own DVD and one on the same DVD as the Pure Cardio workout. Don't know if that was intentional.<br /><br />I recommend this program if you want to work hard, have no knee or joint issues, and have the proper shoes."
B002QZ1RS6,AZKRXG4HD9AGM,"LuLu ""LuLu""",6/6,5.0,1273104000,2010-05-06 00:00:00,Lost 5 Pounds First Week,"I purchased this item off of ebay NIB.  I absolutely love this workout and the meal plan too.  I lost 4.4 pounds the first week on the program/meal plan.  The workouts do absolutely wear you out and I'm still modifying the exercises and taking a few extra breaks so I can keep up.  It would be bad for people with bad joints or who don't like to jump around a lot.  It's like the first week of basketball practice when you were in highschool.  You do suicide drills and jump squats etc.  This is the first workout I've ever bought off of the tv, first infomercial type purchase and I could not be happier.  I'm on my second week and weigh in on Monday my pants are hanging off of me so I would guess I lost another 4 pounds or so. I'll keep pushing on!"
B002QZ1RS6,A1Z6JOA29G81U9,Cameron R. Bethel,4/4,4.0,1273104000,2010-05-06 00:00:00,"Insanity in progress, 3 weeks in","Am just finishing up 3rd week. Can definitely tell a difference in my core. Great cardio/full body workouts. Will definitely sweat your butt off! Love that I can do it all in less than an hour from my own home without any equipment. Definitely need to be careful if have bad knees b/c lots of jumping, hopping, etc. Would recommend to anyone looking to get ripped."
B002QZ1RS6,A1QL2U71I6H40K,M. P.,2/3,4.0,1273104000,2010-05-06 00:00:00,Truly insane if you try this,One of my family members wanted to try the P90X.  Her husband stated that the Insanity program is much better since you don't have to deal with weights or supplements.  She did the fit test on Monday and said she was sore to the core about 10 minutes after the workout.  She couldn't hardly go up the stairs.  The second day was even worse because she had to keep pausing the dvd just to catch her breath.  She said she couldn't finish the last 20 minutes because of how intense it was.  I'm not sure what she did yesterday but I'm sure it's the same results as the first two days.  I have to say if you've never worked out a day in your life or in my family member's case 2.5 years I wouldn't recommend this.  I suggest that you start with something that will help you keep your breath before trying this.  Otherwise you're going to be lying on the floor in a stupor or will need the paramedics.  No joke.
B002QZ1RS6,ALWNX3NPCBISL,Madika C. Owens,1/3,5.0,1273190400,2010-05-07 00:00:00,Fog City Dude = Great Seller,"This was a FANTASTIC transaction and purchase.  I was kind of hesitant to order outside of the Beachbody website but at the same time, I have heard horrible things about purchases through Beachbody.  I took the chance and couldn't be happier that I did. Not only did I save money BUT the seller was super fast and super professional, the packaging was just as if it came from Beachbody.  So, thanks Fog City Dude, I will definitely order from you again.  I chose you as the seller because I grew up in FogTown, LOL"
B002QZ1RS6,A9666P0ALE9MD,"Gregory L. Smith ""mrgator""",2/2,5.0,1273276800,2010-05-08 00:00:00,Insanity work out,This product is intense! If you are seriously interested in getting into shape with some hard core cardio workouts. This is for you!  Just know you'll be working out 6 days a week and sweating like you never have before. But the results are great. No weights or bands required. It's like P90X on acid.
B002QZ1RS6,AXCENI071E732,Emily Cullen,376/387,5.0,1273363200,2010-05-09 00:00:00,"Hello, Infomercial.","Seriously, I am not an infomercial girl, but here I am, reviewing an infomercial product.  And this isn't my first go-round.  I've done P90X.  It was awful.  Okay, not awful, it just became apparent that it isn't really a workout designed with both genders in mind.  Very dude-centric.  I had about 15 lbs. (5'7"", 140 lbs.) to lose overall when I started, and ended up 5 lbs. heavier when the program ended.  Yes, I know I was building muscle, blah, blah, but I was just building muscle under layers of fat that the workout wasn't doing jack to eliminate. I'm also REALLY uninterested in bulking up my ""glamor muscles.""  I don't spend my free time flexing in front of the mirror.<br /><br />So then there was Insanity.  Sure, it's difficult; I expected that (thus, the name).  The results I'm experiencing are beyond what I expected, however.  That stubborn blubber that P90X left behind is dropping off nicely, thank you.  Some pointers for those of us who are fitness dummies:<br /><br />-Joint problems?  No?  You'll have them after this crap.  Invest in push-up bars if you have small wrists or are prone to wrist problems.  I cannot emphasize this enough.  It is awkward at first, but you'll get the hang of using them.  Please don't spend 4 months as I did in a full thumb spica recovering from de Quervain's tenosynovitis (basically ""I can't move my thumb without searing, gut-wrenching pain""-itis). Invest in knee/ankle/elbow/wrist braces the minute you start feeling a twinge in any joint.  No reasonable, mortal human can do this workout without the assistance of a brace or two.  The people in the video are robots (I'm convinced), so just because they aren't in a full neoprene jacket doesn't mean you shouldn't be.<br /><br />-Don't be afraid to modify the workout.  I just can't do the high-low planks in the Max Interval Circuit video.  There's too much risk of re-injuring my wrist.  So, instead, I do low plank punches as a substitute.  Same muscle targets, just much less impact on my pansy-ass, fragile wrists.  There are always lower impact alternatives to some of the more intense moves.  Sometimes they provide those alternatives in the video, but other times you just have to figure it out for yourself.<br /><br />-Have free time?  Forget it.  Your kids will have to do their own homework, the dog will have to walk himself.  The first month was fine.  Especially after the P90X time commitment, I was all, ""This is great!  I have free time!"".  Then I started the second half.  Kiss your post-work gin and tonics goodbye, dummies.  I'm on the eighth week, and still need at least two hours to fully recover from an hour-long workout.  Plan your schedule accordingly.  This is not a workout to be done on one's lunch break.<br /><br />-Eating?  Do more of it.  I cannot eat enough.  The caloric intake formula they use is actually scientifically valid (really), and said I should be eating 1,900 calories/day for weight loss.  I cannot feasibly keep up with that number.  I am hungry every 2 hours.  If you are on a strict food budget...good luck.  I probably stick to the healthiest diet on earth (vegetables! lean protein! absolutely no fun!), and it cannot compete with this damn workout.  I'm hungry.  A lot.<br /><br />Despite all of the above bellyaching, I'm very satisfied with this program.  I'm a horrific, sweaty, beet-red monstrosity after each workout, but I really feel as if I've accomplished something as a result."
B002QZ1RS6,A3HLF70C72N16Q,Jorge,5/6,4.0,1273363200,2010-05-09 00:00:00,More like 3 1/2 Stars,"Fact: this will get you in amazing shape.<br />Fact: it is insane, BUT in not so many good ways.<br /><br />I've been working out for a couple of years now and sometimes you just get stuck (see no changes) even changing the workout routine trying to ""shock the muscles"", so I quit the gym for a month and started this program. And it was a shock, I had no idea it would take so much effort and I mean this in a good way. There are lots of great exercises, many of them completely new for me.<br />This will improve your cardio resistance so much and that means you'll get definition, BUT I couldn't help to MISS THE GYM, because you have to use your legs A LOT, so I felt like my arms and specially my back and shoulders were not getting enough workout.<br />Then on the second month I felt like Shawn T made 3 times more difficult (instead of twice as hard), I know the program needs to demand more effort, but it should do it gradually.<br /><br />What's insane in a bad way:<br />- there are way too many jumps, so besides being discouraging and a little boring is bad for your knees.<br />- most of the push ups are late in the videos, when you are more tired (and for the girls who are usually not used to this exercises would make it just too much)<br />- some exercises are just silly (just like 4 or 5), that's my personal opinion, I just didn't feel like I was getting anything done.<br /><br />BOTTOM LINE: great video, you HAVE to be in some kind of shape to be able to do this, it will get you results, it is a great alternative for working out, but you won't get the muscles the people in the video have, you need the gym or something like P90X to do that.<br /><br />Something just to keep in mind: since it is so demanding (really short periods of rest and long periods of exercise, unlike the gym) it would be better to do it fist thing in the morning, but if you only have time at night it would be almost twice as hard since you'll be more tired by then."
B002QZ1RS6,A151AUTHK1O1N2,R. Hastings,12/13,5.0,1273363200,2010-05-09 00:00:00,"From someone out of shape, but feeling better","Was 316 when I stared program. I started 2 weeks of diet from the Insanity Elite Nutrition Guide prior to the workout and now starting week 3 of the Isanity Workout I am down to 293 and moving in the right direction.  I love this workout because if you keep working, even at your pace, you can't go wrong and I can't wait to see were I am at the end of the 60 day workout."
B002QZ1RS6,A1OPE42FKSMI6A,"S. Rahman ""LittleBakerGirl""",140/142,4.0,1273536000,2010-05-11 00:00:00,"Great for women, too!!!","I decided after reading reviews and doing tons of research on workout videos to select this workout. I am a 24-year-old female, with about 15 pounds I can afford to lose. I had previously tried out Shaun T's Hip-Hop Abs, but didn't find it a challenge. I saw this and thought I'd give it a try, even though many females haven't reviewed it.<br /><br />First of all, here are a few things you should know before you buy this workout:<br /><br />1. It is not a workout to do on carpet. I had to purchase a wrestling mat in order to get all the workouts done properly.<br />2. For women: this is a great workout! I have a ton of fun learning the football drills. I do about 1/2 the pushups though because I am not about having a super-toned upper body. Just not my thing (however I do have great arms now, they have thinned out nicely).<br />3. This workout is not for people who have bad arms(wrists) OR knees. I've injured both during this workout, even though I was working out almost every day prior to this. INSANITY definitely requires a body that is robust and ready for a little post-workout pain.<br />4. Athletic training sneakers are a MUST. Cross-trainers and running shoes didn't provide my feet with the amount of support I needed. I had to go to the Nike outlet and get something that supported the ENTIRE base of my foot.<br />5. The diet plan isn't hard! It's a great bonus to have cheap, easy, and fast meals included.<br />6. I know the really popular review states something about approx. 30 minutes per workout. It's more like 40-45, including a warm-up, and stretching before&after.<br />7. If you don't have the time to do this 6 days a week, I wouldn't bother. It's definitely something that requires dedication and a passion to be fit and healthy.<br /><br />I'm halfway through the program--- getting ready for month 2/my recovery week. I am 5 lbs lighter, and my body is just getting more and more toned and gorgeous. I love the feeling of being able to throw on a bikini. Ladies, you might be scared to do this because it definitely looks like a guys' workout--- it's not! I am a girly girl and I love this! I feel so incredible and ready to skimp around a beach. It's worth every penny."
B002QZ1RS6,A38EM35VG5RQYZ,Foosh,2/2,5.0,1273536000,2010-05-11 00:00:00,Best Workout Ever!!!,"This workout is extremely hard but it will give you the results you are looking for if you commit to the program.<br />This program is not for people that have not already been working out. If you are just beginning to work out, try this program after about 2 months of working out and incorporating some cardio. ""Insanity"" is mainly a cardio workout that uses your own body weight as resistance. You MUST be able to commit 1 hour per day for 6 days per week in order to complete this 2 month program (along with following the nutritional plan).<br /><br />""Insanity"" pushes you harder and farther than you've ever thought you could push your body. As you progress through each week, you'll see that you are getting stronger, your endurance is increasing and you are not cursing the DVD ""as much"". Another thing you will notice in your progress is the change in your body, a change in the way your clothes fit, a change in your overall health and well being.  All changes for the better.<br /><br />It works great!!! But don't fool yourself into thinking this is a regular high intensity workout. It takes lots of will power to do the workouts 6 days per week and lots of will power to adhere to the meal plan.  If you can commit to both things, you will get the results you are looking for...beyond a shadow of a doubt!<br /><br />I am in week 7 of the program, I've dropped 25lbs and lost inches in my waist.  The program is hard, but I LOVE THE RESULTS!!!!"
B002QZ1RS6,AVAGD6ODHGODR,Gina deJong,10/12,5.0,1273622400,2010-05-12 00:00:00,here to validate authenticity!,"I will be starting this program on Monday, so I can not contribute to the actual workout yet! 2 weeks ago I came to Amazon to read reviews, and ended up purchasing the insanity set over at the big auction website to save $50! That was a mistake for me - thankfully my seller was awesome and took the product back and gave me a refund! I now have an authentic copy in my hands straight from Beach Body - ordered Sunday, shipped next day and arrived in 2 days - so I will be able to start next monday..since I want Sunday as my rest day!<br /><br />I wanted to put my review out now - just to have the info out there to help anyone else out in the decision to purchase. I knew going into my 1st purchase that it was possible I would get something fake - sometimes it's worth it, depends on what I use it for and what it's worth to me. In the end the extra money was well spent on the real set. Here were the differences....<br /><br />* Both of the sets came shipped in the same cardboard box with insanity printed on the outside. The authentic copy of the Insanity set I received was a heavy duty ""book"" that measured 8.5 x 11 and weighed about 5 pounds. The copied/fake version of the Insanity set that I received came in a similiar type ""book"" but was smaller in size, more like 6x11. It is shaped more like a travel CD case. It was cheap material and only weighed about 1.5 pounds. I got the same literature in both sets - welcome, nutrition guide, calendar, program, fit test card the only difference is the fake set was smaller in size(to match the box) and had random typos.<br /><br />* the actual DVD's - in the fake book, each DVD was held in place with a cheap foam core center. The authentic set holds the DVD's in the way a traditional DVD case holds a cd with the center a push to release. the front side of both sets of DVD's had info about trademark, rights, and the beach body address, also the same picture and title. Only the authentic DVD set have the title of each workout printed on the flip side in the middle circle and it says made in Hong Kong. the copied set only had serial numbers like you would see on regular CDR's.<br /><br />* Both sets of DVD's played on my computer as Unknown DVD. My fake set had 1 DVD that was just a bad random mix of workouts, it was not the correct workout, it was a bunch of tracks mixed up. It was one of the later workouts that you do in month 2, so review all the DVD's if you can. Otherwise all the features of both sets were the same.<br /><br />I really don't remember any other differences - I know there were other reviews that talked about the DVD's not playing, etc - so I tried to add more detailed info about what the copied versions look like - I hope it helps! I am really looking forward to starting this program!"
B002QZ1RS6,AR1L0DIYVNE0A,S. Schilling,1/1,5.0,1273708800,2010-05-13 00:00:00,Insanity Rocks!,"Insanity is a very difficult workout and not for the faint of heart...but I love it! I am breathing and sweating before the warm up is even over.  I did the sister workout to this, P90X, before I attempted Insanity and I think that helped me get ready for such an extreme workout.  This is an amazing product and with hard work and watching what you eat, you will have awesome results.  Thank you Beach Body for your great videos!"
B002QZ1RS6,A2M443O35XI7EC,D. Turner,1/1,5.0,1273708800,2010-05-13 00:00:00,The hardest workout I've ever done!!!!,"AMAZING and definitely INSANE!!!  I just finished the 60 days however most weeks I missed 1-2 workouts (including rest day) but I still got results!!!  I lost 5 lbs (I wasn't trying to lose weight) and went down one pant size.  I have visible muscles in my arms and legs and feel very tight and toned.  I feel strong and have higher stamina.  I am a long distance runner who runs 2-3 half marathons per year - with that sort of endurance and stamina I still found the Insanity workouts very challenging.  I wasn't always able to keep up and it was hard to workout at such a high intensity day after day but I did the best I could and still got results.  I'd say in week 3 is when I finally started having an easier time getting through the workouts and felt stronger.  This workout is DEFINITELY not for beginners.  I would recommend it for someone who is already accustomed to cardio exercising and who is in pretty good shape already because it's really HARD and will get your heart rate SKY HIGH!!!  You really don't need a personal trainer ever again if you have this program.  I love Shaun T's personality - he was motivating and made you want to work out hard.  The set, music and video display with the time countdown was great and also made you want to exercise.  Overall, I absolutely 100% recommend this workout program (to those already in decent shape)!!!  PS  Be careful purchasing 2nd hand like on ebay - many fakes out there!"
B002QZ1RS6,A2FG2Q171TZOTO,"Haymon Parker ""tank""",4/4,5.0,1273968000,2010-05-16 00:00:00,Great workout DVD,This an outstanding workout DVD...I have been in the service for almost 20 yrs..and we run and do muscle strength on a daily basis..on top of that I am bodybuilder and this DVD smoked me.Now I understand what that name is Insanity lol...wow..I have been doing this DVD for a while now and I am exhausted and sweating like it's no tomorrow...This is an excellent DVD for anybody who wants to lose weight or even get in shape....
