productId,userId,profileName,helpfulness,score,time,date,summary,text
B002QZ1RS6,A19YTMO6FCW685,Lo,24/25,5.0,1284940800,2010-09-20 00:00:00,Best use of your workout time,"I will keep this short and sweet. Insanity is the BEST cardio, strength, and endurance workout I have tried by far.  This workout is incredibly difficult and is designed to push you to your personal limits.  You will sweat like you never have before and your muscles will burn like they never have before...two things that often do not happen in the same workout.<br /><br />About myself: I am a 25 year old woman in good shape who did not desire to get ""buff."" I wanted a great workout to make me sweat and get me TONED.  Insanity's intensity will allow you to burn fat and get toned.  I honestly didn't think I had much weight to lose and thought I was pretty fit and toned starting out, but this workout changed my body in ways I was not expecting.  In fact, I quit my gym!  (And I used to go to my gym 5+ times a week!)<br /><br />Pros:<br />- Excellent cardio workout<br />- Excellent strength and muscle toning workout<br />- Variety of DVDs in the package to choose from (you won't get bored)<br />- Don't have to drive (or pay for a gym membership)<br />- Time saving (most workouts are only 40 minutes)<br />- Package has two ""rest"" workouts for days when you do not feel up to it...(these are harder than most normal workouts!)<br />- Can complete in a very small space<br />- Can complete a 60 day program for maximum results or simply do the workouts when you have time<br />- No equipment necessary<br /><br />Cons: (Hard because I really believe this is the best workout DVD collection out there)<br />- Takes motivation to complete<br />- Extremely difficult (not best for beginners)<br />- Lots of plyometrics (jumping) that may cause injury without proper warmup<br /><br />In short, please believe me. This is the best workout I have EVER done.  I have tried Body by Jake, Jackie Warner, Jillian Michaels (all of the DVDs), and pretty much everything on Time Warner On Demand.  This is the real deal.  Do yourself a favor and try it.  You will not be sorry!"
B002QZ1RS6,A1PC8LAXJ5G51Q,A. Danysh,1/1,5.0,1285027200,2010-09-21 00:00:00,Great Workout,This workout is definitely everything it's hyped up to be...insanity.  My wife and I have been completing the workouts day by day and we're still hanging in there after 3 weeks.  I highly recommend this product if you're healthy enough and able to stretch properly before and after each workout.
B002QZ1RS6,A2TV85FPOSVJQI,Meedakin,2/2,5.0,1285113600,2010-09-22 00:00:00,Insanity is right,"I've been into fitness for most of my life, but this series really takes it to a new level.  If you're looking to get into shape before you buy it, my advice is to keep jumping in the air, running in place, and doing squat thrusts.  Then you'll be ready, but the first week will still hurt!  After that your muscles adjust, and you really do see improvement.  I recommend also buying a heart rate monitor so you can see your calorie burn.  Some people can burn 700 calories, I'm a smurf so I only burn 300 per session.  Reality check!"
B002QZ1RS6,ADEGKCX8FDM37,kiddie55,0/4,5.0,1285113600,2010-09-22 00:00:00,Insanity,"I really enjoyed this workout. I dont really follow the directions, but it def. spices up the workout rotine and works muscles I didnt realize needed working!"
B002QZ1RS6,A1FE268XNSLV6K,Tall Tee Lee,0/0,5.0,1285200000,2010-09-23 00:00:00,Great if you got good knees,"Great video, workouts are challanging and if you have bad knees you will be hurting, i do, i did it, i moved at my own pace, i still got good scores on my test. it works very well. the only problem i have is they dont give you enough recovery time. so your still sore as a dickens for a week and expcted to workout again the next day. but if you can handle it, stick with it, it will work. good luck. oh! and the video tells yo that if you have bad knees dont do it befor the excersises start."
B002QZ1RS6,A1S0ZKWMV29XRP,chocolate,0/2,4.0,1285459200,2010-09-26 00:00:00,insanity,"I love the work out, I haven't been through all the DVD's yet. One of the DVD's does seem to be scratched though, I continuously stops and waits a minute before restarting.  This is very annoying, but I do love the workout. It kicks my butt every time."
B002QZ1RS6,A12D8L4WXYW2GJ,Kumaran,2/2,5.0,1285545600,2010-09-27 00:00:00,One suggestion for potential buyers,The beach body site offers an option for $9.99 that if any of the dvd gets damaged they will replace that particular one. I am not sure if amazon offers that feature.
B002QZ1RS6,A3MFGWNOSJS8Q1,NEG,4/23,2.0,1285545600,2010-09-27 00:00:00,Insanity,This dvd selection and workout is not for everyone.  It is very hard and very fast paced.  Even some of the people demonstating the video could not complete the workout.  They focus on repetition as fast as possible.  This doesn't make sense to me because I have always been taught to focus on form so that you don't get hurt. There is no way to keep your form in these workouts.  Very expensive!
B002QZ1RS6,A1HALAGIB8SREE,C.G.S.,1/1,4.0,1285632000,2010-09-28 00:00:00,"Very Intense, Love it!!!!","Very intense, no nonsense 60-day workout program. Being a 2 time P90X graduate, I hate running and I wanted to lose some more body fat, thus I needed to do more cardio. Like P90X, Insanity fits my needs perfectly. I can do everything from home, on my own time and Shaun T keeps you motivated. I'm currently doing a P90X\Insanity hybrid, P90X 3 times a week and Insanity twice a week. My only complaint about Insanity is that the warmup part of it is kind of long, so much that it's necessary for me to stretch even before I do the warmup. Also, some of the routines in the DVD's are kind of repetitive. Program definitely is geared towards the more advanced exercise enthusiasts, though you can of course always modify. All in all, you will find that this is an exceptionally challenging, high intense cardio calorie burning program. You will sweat buckets and you will see results if you stick with it, just start out slow if necessary at first and take extra breaks."
B002QZ1RS6,A3OVY1RN145NIY,Jacob Stambaugh,10/10,5.0,1285718400,2010-09-29 00:00:00,A Good Workout for the Motivated,"This is an excellent workout, as long as you are motivated. Of course, that goes for any exercise! There is enough variation from day to day that it doesn't get too old, and by the time it DOEs (about the 4th week) the workout adds new videos anyways, and so everything changes.<br /><br />Pros: Can be done at home, with NO needed accessories (except maybe a pad or carpet for when doing ab exercises). They are relatively short, can be done any time throughout the day, and as long as one tries throughout the video, one will be tired at the end of it. I am only on week 4 as of now, and I can run circles around the ""3-weeks ago me"".<br />Also:<br /><br />1. With the videos, it is easy to start the workout before you can talk yourself out of it.<br /><br />2. You can also turn the music off, and play your own classical or country or whatever motivates you. Personally, I kept the music that they gave, as it  wasn't too bad.<br /><br />3.They also have a nutrition booklet, which I suppose is a pro if you use it. I am too lazy to spend the time figuring that all out, and figure I eat all right as it is.<br /><br />4. If you don't do the videos in order, or just plain skip one because you're too busy, the workout is built so that each day is (essentially) everything. While there are different focuses for each video, each workout will work all your muscles no matter what, so missing a day will not leave some muscles behind.<br /><br />Cons: The calendar that comes with the workout is a little confusing, as they don't label the videos correctly on a few days. But after a little process of elimination, that's easily solved.<br /><br />Also, for those of you with bad knees or feet, this is probably not the video for you. There is a lot of jumping and knee lifting.<br /><br />So: If you are the type of person who doesn't mind exercise, but wants to get in shape REALLY fast, I can recommend this video. I am currently getting ready for boot camp, and needed something that I could stick with easily (the do it from home part) but still push me to my limits. I feel confidant that by the time I leave, I will be ahead of many of my peers. I am not even at the halfway point and I can say this. For me, it was worth the 100 bucks--what you might spend on a gym that you only go to whenever you get around to it. However, if you are not in very good shape, going to the gym for a while or simply walking or running in the morning may be a good thing to do before starting this, as it...well...insane."
B002QZ1RS6,A2R6367Q43B4NJ,"Mark ""Mark""",23/26,3.0,1285891200,2010-10-01 00:00:00,Finished today,"First point...If you are deciding between P90x and this go for P90x. I've done p90x a few times with great results and this workout mixed with P90x is fun too. That's why i'm giving it 3 stars. I'm not going to give a 4 or 5 star rating just because the workouts kicked my butt. If you are looking for something different and liked P90x then make the call....if you don't like push ups and plyo you better keep on looking.<br /><br />I just finished the complete workout for the first time following the calendar exactly. The 2nd month workouts are hard and long...I really never felt like I recovered. By the end of each week in month 2 I was wasted. Always hungry and always tired. I was already in pretty good shape so could keep up but felt like the intensity was so high (in month 2) that by the end of the week I was suffering more than moving forward. I also gained weight and lost muscle mass in my arms and abs that I had gained in P90x. I did thicken up in my chest from the daily round of push ups and made some gains in my legs from the plyo.<br /><br />If you like push ups, jumping, and BB drills then this set is for you. Don't come back and review until you've done it all....not just the first couple of weeks (there easy)....Also if you have a busy schedule then it will be tough to do these workouts and work a 8-10 hour a day job....unless you get paid to eat and sleep."
B002QZ1RS6,A1MAKGYFY93A9J,Lovey6010,11/11,5.0,1286841600,2010-10-12 00:00:00,DIG DEEPER!,"If you throw up, you're doing it right. LOL. AMAZING program! 10 lbs in first 8 days! VERY intense! You'll laugh, you'll cry, you'll trim ur back side!"
B002QZ1RS6,A109TIAVYGNA91,MissAlx,4/4,5.0,1286928000,2010-10-13 00:00:00,love it!,"I'm officially obsessed! One of the best at home workouts out there. If you workout from home a lot like I do (the Firm, the Jillian, etc) then this is the next step for you when all of those DVDs are getting way too easy."
B002QZ1RS6,A19JZ79PJLFL21,"Paul D. Singleton ""Men's Minister - Hardcore ...",6/6,5.0,1287273600,2010-10-17 00:00:00,Amazing,"I started the program on Sept 20th and while I have not lost the weight I though I would, I've lost more inches then I could have imagined. Four inches in less than a month. If you are looking for a workout that will push your limits and leave you gasping for breath, but cause you to feel stronger, more alive, and more active, this is the one. Not good for you if you have never worked out, but if it's been a few years and you need a sharp kick in the rear, Shawn T will give it to you."
B002QZ1RS6,A2JZG3NM6BUVQQ,Wayne,7/39,1.0,1287532800,2010-10-20 00:00:00,No CD's!,"I just received my Insanity package (ordered through Amazon), opened it up and there are no CD's!!!!!!!!!!!!<br /><br />What a waste of time.  Obviously no quality control program for who packages this together.  Duh."
B002QZ1RS6,A12XQC7X7PSABR,cauzeone,0/2,5.0,1288051200,2010-10-26 00:00:00,Great,Showed up in the condition that the seller stated it was in. Could not be happier.
B002QZ1RS6,A177DQ9LXYA33N,Ginnie,0/0,5.0,1288396800,2010-10-30 00:00:00,Excellent,"Really enjoying this workout.  This is my first time to do a DVD workout, and I was worried I wouldn't get much out of it.  After 3 weeks, people are noticing a difference in how I look.  Just ran a half marathon, and due to my improved cardiovascular state, was able to take 5 minutes off my PR.  I wish I was better about following the diet plan, that would probably really drop the pounds.  But as it is, I am definitely more toned and have improved stamina.  Terrific!"
B002QZ1RS6,A31494DYNN4BGM,J. Fields,2/2,5.0,1288656000,2010-11-02 00:00:00,"Nice, Fast Pace With A Great Overall Plan","After completing P90X, I decided to try Insanity.  These two programs are probably by far the best DVD workout programs on the market.  The biggest difference I have noticed is that Insanity is done at a much faster pace.  There are breaks after every four or six workouts like in P90X, but the big difference is that Shaun T doesn't TALK for 15-30 seconds between each workout.  It's a non-stop thing, and you have to pick it up on the fly.  That might make for a short learning curve the first time through, but it also makes for a MUCH better cardiovascular workout than P90X.  I like the difference though.  Insanity is great for cutting weight and improving cardiovascular performance, while its sister product, P90X, can build a little muscle.<br /><br />This workout gets a 5 from me though.  It is well thought out with different techniques and a much more random schedule than P90X.  I wish I could write a review for both at once rather than compare them here, but I think most people wanting a review on Insanity would either be familiar with P90X or be comparing it to P90X before making a purchase.  I bought mine on eBay though - $70-80 over there for the full box with 13 DVDs, eating guide, and schedule/fit test tracker vs $140+ from Amazon right now."
B002QZ1RS6,AM9BLDHHFLZ4R,Ashleigh Holt,1/1,4.0,1288742400,2010-11-03 00:00:00,Great product,"This item was exactly as promised. Came in original packaging and included everything as promised, such as wall calendar and bonus dvds. We've been doing this workout for almost a month now and the results have been amazing!!<br />The shipping did take wayyy longer than expected which was somewhat disappointing because we wanted to get started asap. However, once it got here we've been very pleased (and sore!)"
B002QZ1RS6,A2CI63T2JAHFNH,ACoppock,0/0,5.0,1288828800,2010-11-04 00:00:00,Insanity,"Love this DVD series.  It's tough, but it keeps you engaged and really challenges you to work hard.  I really like the variety.  If you stick with it, it really gets you in shape!"
B002QZ1RS6,A5BA87JFP4IWV,marathon chic,0/0,5.0,1288828800,2010-11-04 00:00:00,totally insane!,"I couldn't be happier with this product! i have had such amazing results with it. i wish i would have known about this sooner! I'm almost done with my 60 days...one week left and i have lost 15 lbs and i don't even know how many inches total yet...but at least 3 pants sizes! my next purchase is going to be hip hop abs...i love Shaun T! all i can say is: ""order it! you won't regret it!"""
B002QZ1RS6,A3J23GW8FNISGJ,MichaelM,19/20,5.0,1289001600,2010-11-06 00:00:00,First program that worked for me,"I've struggled my whole life to find an exercise program that actually improved my fitness but at the same time improved how I looked. I've joined gyms but lost interest when I got bored. I've bought a few different exercise devices, including expensive cross trainers and bikes. None of them did much, even though I would stick with them for years. I think one big problem is that the time commitment was vague. I would go to the gym, but toward what goal? Losing inches? Losing weight? Gaining inches? Insanity is great because it is a commitment of 60 days. Then you either see results or don't.<br /><br />Insanity is the first program that has worked for me. I've lost fat and gained muscle.<br /><br />There are many great things about the program. Here are a few:<br /><br />The program includes a list of foods that are going to help you achieve your goals of looking better. The foods are on tiers, basically lists. Avocados, bananas and blueberries are tier 1, meaning really good for you. But there are one hundred more, including meats, carbs, etc. on tier 1. I've eaten more bananas in the past 40 days than in my whole life. Oh...and by the way, for the first time in my life I am drinking no soda-because the program is only 60 days, I told myself I was going to make this commitment. So just try to find foods and snacks that are on tier 1 or Tier 2. Tier 2, are foods that are good for you. Tier 3 are foods that are sort of neutral, and then tiers 4 and 5 are foods you should stay away from. Important is that it is all really simple, and that some things, like yogurt, are good for you if they are low fat, no sugar, etc. But are not if they have these things. Sweet potatoes are good. Regular potatoes not. It's a quick way to make sure you are eating the right stuff. If you eat junk, no amount of exercise is going to get you where you want to be.<br /><br />The program can be a lifetime commitment, but...it's really just sixty days. I'm at day 40 and I have seen really good, almost amazing results. So, instead of some vague, ""I'm going to go to the gym more"" promise. You commit to 60 days and do it. Tell your friends, family, work, whatever, that sorry...I can't do X thing today, I've got to work out. Or sure, I'll go on that trip, but I need an hour a day to do this routine.<br /><br />The program is on DVDs. No equipment is necessary besides maybe a carpeted floor. If you have a DVD player, or a computer, you're good to go. So if you travel, it's no problem. This was great for me. I've brought the DVDs on vacations, on work trips, etc.<br /><br />For the first 30 days, most of the routines are just over 30 minutes. Not bad. So exercise shower and all in less than an hour. After the first 30 days, the exercises get longer. But by then, you should be seeing results, and you will justify going longer.<br /><br />I won't go on, I know a lot of the other reviews say about the same thing. In a nutshell, Shaun and the Insanity crew have created a really good exercise program but one that also includes some great suggestions about how to manage your diet which is also key. I hope they are really successful with it."
B002QZ1RS6,A35ES4EJATV3WY,Elizabeth,1/1,5.0,1289433600,2010-11-11 00:00:00,So challenging even Shaun T has to take a break every now and then!!,I am finishing up my third week of this nine week workout program and I can already tell a major difference in the way my body feels. I'm definitely stronger and my cardiovascular strength has greatly improved. INSANITY is extremely challenging and you definitely know it is when Shaun T has to stop to take a break and the people working out in the background stop mid-exercise to catch their breath or get water....that never happens in workout videos! I am very happy with INSANITY so far! My goal is to complete the program in its entirety! Only 6.5 weeks to go.
B002QZ1RS6,A3162L2D3UVDQ9,Derrick Slaton,0/0,5.0,1289779200,2010-11-15 00:00:00,"Excellent, workout","This is an excellent workout, but I would not recommend it for beginners because I think they will get intimidated and quit the program."
B002QZ1RS6,A1RWVRZ9VRJP0H,Jennifer,1/1,4.0,1289952000,2010-11-17 00:00:00,Insane!,"I have done the P90X program before this, so I thought that the insanity workout would be easier for me...but boy was I wrong.  It really is intense and works out every muscle in your body.  I was also going to the gym 5 times a week, but even the fit test (which is their intro workout) was hard for me!<br /><br />One thing that I would say is better with the P90X program is that they have 3 different people showing examples of certain intensities.  So at first, you could follow the easier example then progress at your own pace, which is a lot safer and you get more accurate workouts because you perfect your form before you advance to higher intensities.  Right out of the gate with insanity, they drill you to go hard and fast. So, for the first week, my back was in bad shape because I was trying to match their intensity without focusing on how well I was performing each exercise.<br /><br />Needless to say, it is a great cardio workout.  If you are looking to lose weight and improve your cardio, this would be your product. I would suggest P90X for more strength training."
B002QZ1RS6,A1PDNL38JK8Q5X,K Mc,0/0,4.0,1289952000,2010-11-17 00:00:00,Good to get a hard workout in from my living room,"Not much beats the gym for a good all-around workout. weights, cardio, etc. but these DVDs are a great workout when i cannot get to the gym. now that i started them, i want to see the program through so i purposefully haven't been to the gym. i feel like i'm working out different muscle groups as well."
B002QZ1RS6,A4P6YQJ03RN8Z,Sharri38,2/2,5.0,1290038400,2010-11-18 00:00:00,Insanity Kicks Ass and Works.,"This Product is great if you have the desire and want to lose weight I would recommend that you buy this product. I have had this for about 3 months and I want to say that I lost about 10 inches and 23 pounds I am back to my ideal weight at 120 to 125 range. The mix of workouts such as strength conditioning, plyometrics, and stretching have got me into some good shape. Also I love the fact that they have an online support group where you can create a free profile. Again if you want to lose weight I would say try this but let me warn you you should have some kind of conditioning or it will be quite rough. I thought I was in decent shape and this training set took me to a whole new other level that I have never achieved."
B002QZ1RS6,A2PXDVKKE8TFZV,BAGS,1/1,3.0,1290038400,2010-11-18 00:00:00,"I enjoyed the workouts, but didn't enjoy the whole program","I enjoy doing some of these workouts. But there are too many of the same moves from one DVD to another. The workouts are too similar, and there isn't real reason why they had to make so many of the same type of workout, except to have enough DVDs to charge you an ""insane"" price. I had no real results from this program, no weight loss, no inch loss, some increase in cardio stamina but nothing to really justify all the hard work I was doing. I still do the workouts now and then, but I won't do the whole program again."
B002QZ1RS6,A72ONV52W5HFH,K. Vu,1/5,4.0,1290038400,2010-11-18 00:00:00,"Im no trainer, fit, nor skinny!","I was watching this imformercial one night, and got really pulled in!! I am this fat out of shape girl who wanted to realllllly lose weight. And i knew for sure, this will help you lose weight! but i forgot how unmotivated i am!<br /><br />So the next day, i ordered this dvd, recieved it.. and was super excited to finally lose weight.<br />OMG the exercises are insane!! i dont think i did some workout right because my stomach wasnt sore nor felt like it was worked out! feels like the first week was working out my legs and arms only! i was super sore but felt so GREAT. i was suprise how long i kept up with the program! i think about 2 weeks or so. normally id give up after 3 days. -_- but i did stop after the 2 weeks or so.. i just didnt really have that motivation to do the exercises and i didnt have room to do it!<br /><br />IF you are considering this dvd, make sure you are motivated to do this! have a buddy to do it with you !!<br />also make sure you def. have ROOM to do it! youll need lots of workout space!<br />AND YOU MUST HAVE WATER ON THE SIDE!! you are going to be breathing and out of breath and hot and sweaty like a pig and thirsty like a mother."
B002QZ1RS6,AVSFLQZL25W0C,Jen220,0/0,5.0,1290384000,2010-11-22 00:00:00,Great workout,I knew this workout was going to be tough before I bought it...and it is!  it's a really great workout especially for someone like me who is crunched for time! I have completed my first week and a half and already feel more energized!  Can't wait to see the results after the 60 days!  I read lots of positive reviews for this workout and liked the fact that you don't need any additional equipment at home.  I would recommend it 100%!
B002QZ1RS6,A1H4A7F1KGJHT8,"R. Strasbourg ""R.S.""",4/4,3.0,1290470400,2010-11-23 00:00:00,Fast pace,"I've been using the insanity workouts as cross-training for a few weeks and I must say that, so far, I find the program very challenging. I'm a runner and a cyclist and I have been using the P90X dvds for cross-training for a few years now, so I'm in pretty good shape.<br />The thing that is insane I find is the pace. You go up and down and sometimes it's hard to keep your eyes on the screen. It will take some time to get used to the moves, which seem to be repeated a lot.<br />Now, this program makes me sweat and it is hard to keep up, so I like it but the workouts could be a little longer, if they slowed down the pace a bit. What happens is that once I'm done and catch my breath, I'm ready to go again, so I do a P90X workout or the ab routine. One thing is for sure: this is not the program to start with, if you're not already in good shape."
B002QZ1RS6,A32IAV332TEQGY,Nikki,18/28,2.0,1290902400,2010-11-28 00:00:00,Insanity,"I've been following Insanity to the dot. I followed the diet plan and did the workouts every day. I just finished the first week of the second month. I'm pretty active; ran marathons and was in good shape to start off. For the amount of time it takes to do the work outs I have not seen any results what so ever. I still weigh the same. I still look the same and I still do not see any abs. I'm still going to finish the program, just to be sure that I'm giving it the full 60 days;however, so far I have not seen any results."
B002QZ1RS6,A12I55NGY4XP4Z,Kristen,1/9,2.0,1290902400,2010-11-28 00:00:00,Loved the Workout not the DVDs,"I ordered the Insanity workout DVDs about 6 months ago.  I have tried half of them, and they do not work properly.  They skip repeatedly, and you cannot properly finish your workout.  I contacted the seller this evening.  If they respond back to me I will re-rate this purchase.  This is the only Amazon.com seller that I have not been 100% satisfied with, and I order from them a frequently."
B002QZ1RS6,A1WOIY9G8FKEWN,ARTERMIS06,2/3,5.0,1290988800,2010-11-29 00:00:00,fantastic workout,"Insanity is an amazing workout and it will get you  results, however this is a tough program and it is not for people that are really out of shape or have not worked out in a while. These individuals should start off with somthing less intense first. Insanity is very intense, even the warmup is tiring."
B002QZ1RS6,AHBCVF67F38Y7,Josie,0/0,5.0,1291161600,2010-12-01 00:00:00,Plyometric Overload,"For those beyond the P90 who want more of the plyometric training, this is perfect.  For beginners or those who haven't worked out in a while, completely avoid until you are in better shape.  Absolutely one of the best home workouts.  You don't know unless you try."
B002QZ1RS6,A2FE5JQ2OC68JE,G. Park,1/1,5.0,1291248000,2010-12-02 00:00:00,I thought I was in shape until Shaun T kicked my butt,"This isn't for the faint of heart.  You need an exercise area, sneakers, water and a big towel because this workout will make you sweat.<br /><br />I would consider myself ""in shape"".  My gym closed down for 3 months for renovations and I do have a personal trainer.  But my wife and I needed some cardio because it's getting to cold to run outside.  So decided to get Insanity.<br /><br />We previewed the DVD and bought some workout mats that were thick enough not to damage our joints and move out all the boxes in the basement to clear enough space for the workout also.  During the first ""fit test"", I nearly lost vomited.  Dripping in sweat and drinking almost half a gallon of water.  My wife (who is in better shape than I am) was whining in pain.<br /><br />I'm on day 4 now and days 1-3 were tough.  Neither of us can walk without something hurting and stairs are tough. LOL.  I'm in pain as I type this review!  It is worth it, you need to be dedicated and have about 45 mins/day.  I'm looking forward to the second fit test in 10 days!"
B002QZ1RS6,A3DR4KBOXNCXR1,mami88,0/0,5.0,1291248000,2010-12-02 00:00:00,best workout ever!!!!!,"best workout ever. it got me sweating even when it was cold outside. if you are a mom who is busy all the time, buy this.. it only takes like 30 minutes to completed it<br />great workout buy it, trust me you will love like i do."
B002QZ1RS6,AOZL3X9CXK04K,kate,2/2,5.0,1292112000,2010-12-12 00:00:00,BUY IT,"This program is great.  The workouts are a challenge but the way I feel after is worth it.  I have not yet completed my insanity workout 8 week program.  I am about to start week 5(recovery week) and I feel great!  I have lost 15 pounds!  I am so happy I decided to purchase insanity, best money ive spent in a while!"
B002QZ1RS6,A37QOI5VX5JKX3,VitalFitnessandNutrition,2/2,5.0,1292544000,2010-12-17 00:00:00,Wow-eeeee!!!!,"They don't call it Insanity because it's easy.  This really is the hardest workout system ever put on DVD.  Just a little background about my fitness level. . . . I have been a personal trainer for about 15 years and working out even longer.  You name it, I've tried it.  I run marathons, am a big fan of spinning, and have even done a few rounds of P90X (which I love btw!!!)  I figured I'd try this to get a little leaner during the summer months because I don't like to run in the heat.  I was impressed by how comprehensive the system is.  The food guide is much easier to understand than the P90X eating plan.<br />So I started with the ""Fitness Test"" DVD and thought I was going to die!!!  I was so embarassed.  I couldn't believe how much I sucked at this workout.  But never one to back down from a challenge I kept coming back for more day after day.  Let me just tell you, for the first couple of weeks, my heart rate got into the 170's just during the warm up!!!  There were many times I was grabbing my knees and heaving for breath, but then I'd look up at the video, and see some of the participants doing the very same thing!!<br />For those of you who work out for an hour or so a day, you will probably find the first 30 days doesn't feel like enough of a workout (the workouts are about 30-40 mins).  I supplemented it with additional cardio like spinning for another 30 minutes.  The second 30 days really kicks it up a notch, and was more than enough of a workout.  These workouts last about 48-55 minutes.  I was so tired at the end of them, the last thing I wanted to do was workout some more.<br />As the weeks passed, I was more comfortable with the workouts, and was amazed with the transformation in my body and the increase in my fitness level.  Like one of the other reviewers stated, you do lose a little of the size in your ""glamour muscles"" (back and biceps), but the definition in my shoulders, legs, and abs just popped!  According to the scale my body fat hasn't decreased, but my pants are much roomier, and people have been asking what I have been doing to lose so much weight.  But to be honest, my eating could have been a little better during the program.  I have started running again and training for my next marathon.  I cannot believe how much easier running is now that I have completed Insanity.  I know its the perfect supplement for runners.  The exercises really work your core and improve your speed.<br />Buy this workout program!!!  You will not regret it!"
B002QZ1RS6,APW17EY86VJMP,Dale,1/1,5.0,1292889600,2010-12-21 00:00:00,Great cardio product,Great product if you like cardio. Im a p90x grad and im 4 weeks into my 2nd round. Honestly If your looking to bulk up do some kind of hybrid with insanity and p90x. This program is more about losing weight and toning up. Would recommend a heart rate monitor with this one. This program will push you to your limits cardio wise
B002QZ1RS6,A1CP90911DLLX,hamilton,4/5,5.0,1293321600,2010-12-26 00:00:00,If you thought plyometrics on p90x was hard....,"Like the previous reviewer, I have done both p90x and Insanity. I have come to the conclusion that for me, a combination of the two is the way to go. It all depends what your goals are. p90x alternates between lifting weights/doing pull ups and push ups with cardio. You focus on a couple of muscle groups during each workout, do the same weekly routine for a month, then switch to different exercises for a month. The last month is the original set of exercises again. If you're looking to build muscle, this is definitely the better option. It requires dumbbells or bands, a pull up bar, and a chair. The cardio portions are good, with plyometrics being relatively difficult. It also includes a day of Yoga, which Tony Horton loves but I personally could not do.  Insanity is a whole different animal. It is, in my opinion, more intense than p90x, but is focused on improving your cardiovascular stamina using max interval training. You have to be in pretty good shape to start to actually finish a workout at their pace. You can think of it as a shorter but much more intense version of plyometrics everyday. It doesn't require any equipment at all - just using your own body weight to get results. Most workouts are less than 30 mins. I found doing this daily was too much for my knees but this may not be the case for you. I have started alternating p90x with Insanity, eliminating the p90x leg workout since Insanity really works your legs. Both products are high quality and should get you results if you stick with them. Highly recommended."
B002QZ1RS6,A1UGH5FOD9V54C,journeytofreedom,7/7,5.0,1293667200,2010-12-30 00:00:00,I would give it a 10 out of 5 if I could!,"Other reviewers have really gone into detail about the Insanity program, the breakdown of each workout and what to expect out of it so I'm just going to write a review about the impact that this program has had on my life.<br /><br />I'm a 29 year old, active female that's been working out since I was 18.  My favorite types of workouts are the kind that either involve a lot of jumping (plyometrics, step, jump rope) or the kind that make you wanna hurl (sprints, spinning, burpees) - or both!  This workout definitely involves both.  I did my first round of Insanity in January of 2010.  Like other reviewers, I agreed that this was the hardest workout video I'd ever done.  After the first warm-up, I hurled and at that point I knew I'd forever love this workout.<br /><br />As of today I've finished 4 cycles of Insanity (not all back-to-back, and the last 2 times were done interspersed with weight-training), and it never gets ""easier"", which is a great thing.  Going from month 1 to month 2, I still experience that sense of fear that you only get before doing a really hard workout.  During the first cycle, I lost 25 lbs (though I had put on 30 lbs when I relocated from Toronto to California - which I'm sure had everything to do with my new ""American"" diet and little to do with exercise, which I still did religiously).  I can't say that the program itself was the source of all my weight loss because when I started the Insanity program I simultaneously went back to my normal eating habits (clean eating, and no junk food), but the physical change I experienced was enough to turn a lot of heads.  So many people noticed the difference in my weight and fitness level that after I finished my first cycle, 7 of my friends bought the Insanity program and became addicts themselves.<br /><br />I really like Shaun T in this series, too.  In hip-hop abs, I felt he was lacking in the masculinity department.  In this series, everyone in the DVD looks like an athlete and you can see that they all work at their own pace - they really push, but also still need to take breaks.  I've gone through a lot of aerobics classes and workout DVDs, and generally, there is always one part in every class/DVD that for whatever reason ""bugs"" me.  I have to say that this series is the least ""annoying"" of any set of DVDs I've done.  There are no parts of any of the workouts that I feel like skipping because they're ineffective or parts where I feel bored because I've already mastered the moves.  I love that the program keeps you building on each move - you can always do something faster, or jump higher or engage your core even more.  When Shaun does have some verbal cueing slip ups, however, you do tend to memorize where exactly they are or when he corrects particular people's form, I find myself saying it along with him (""don't open your legs too wide... Josh.  You never want to overstretch your groin muscles""), but the instances are few and far between.  The asian ""machine"" Tanya used to really annoy me, but since so many of my friends do the DVDs now, it has become a running joke to imitate her facial expressions, and now imitating her has become our form of ""insanity bonding"".<br /><br />This is the one workout that I think I'll always go back to.  And the one workout that I'll always want to do.  I've had to force myself not to do a 5th cycle so as to add some variation to my life (I'm currently alternating Amy Bento's advanced step workouts and Jari's ripped weight training DVDs), but I'll probably go back to Insanity some time in the new year.  I'm looking forward to trying Insanity Asylum, hopefully it can live up to the bar set by Insanity.  My favorite of all favorites by far!! 10 stars!"
B002QZ1RS6,A3RG5VEJ4NZGS3,Agustin Andrade,0/0,5.0,1293667200,2010-12-30 00:00:00,"Insanity,P-90X+","I did one round of P-90 wish I loved, than I started P-90+ wish was more intense and quicker (love it also) and know I've stared Insanity, which I also like alot. I'm doing my own mix of P90X-Plus for the weight's, upper body workouts, and switch to Insanity every other day, I'm getting the best of both worlds. P-90X Plus weight workouts and Insanity (cardio workouts). Highly recommend"
B002QZ1RS6,AYZ8NWFYECQ6A,bamafan,0/0,5.0,1293667200,2010-12-30 00:00:00,worth the money,"Great workouts, especially if you are already in ok shape and are just looking to firm up and get better. In just the first few workouts I felt my metabolism was jump-started. They can be exhausting, but afterward I have so much energy (and quite an appetite) all day long. Not only that, but I already look better in my jeans-- my body is tighter and I feel great.<br /><br />I waited a long time to get it because I didn't want to pay so much, but it was my gift to me and I'm glad I did. You will be too."
